,image_name,resized_size,patch_size,kernel_dim,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,diff_patch_mbs,aspect_ratio,mre,qual_score,mae,score
951,Image_5574,384,64,3,20,21,20,1.09,44,1.05,0.16,0.49,17.0,0.2
952,Image_5573,384,64,3,42,43,42,2.25,22,1.02,0.13,0.24,3.0,0.2
953,Image_5572,384,64,3,60,96,78,7.49,14,1.6,3.5,0.39,7.0,0.8
954,Image_5571,384,64,3,51,65,58,1.59,6,1.27,0.23,0.5,6.0,0.4
955,Image_5568,384,64,3,38,49,44,9.86,20,1.29,0.3,0.49,13.0,0.6
956,Image_5567,384,64,3,45,41,43,6.13,21,1.1,0.13,0.35,6.0,0.3
957,Image_5566,384,64,3,60,74,67,9.57,3,1.23,0.14,0.27,4.0,0.15
958,Image_5563,384,64,3,17,12,14,2.03,50,1.42,0.16,0.67,35.0,0.5
959,Image_5390,384,64,3,84,53,68,10.3,4,1.58,0.56,0.32,5.0,0.5
960,Image_5386,384,64,3,51,77,64,1.97,0,1.51,0.17,0.37,2.0,0.4
961,Image_5382,384,64,3,48,65,56,2.34,8,1.35,0.18,0.6,2.0,0.9
962,Image_5380,384,64,3,94,76,85,6.04,21,1.24,0.12,0.44,1.0,0.4
963,Image_5378,384,64,3,76,73,74,2.42,10,1.04,0.1,0.55,1.0,0.3
964,Image_5376,384,64,3,100,77,88,6.25,24,1.3,0.3,0.54,3.0,0.3
965,Image_5375,384,64,3,100,79,90,7.9,26,1.27,0.38,0.35,5.0,0.6
966,Image_5372,384,64,3,57,47,52,5.72,12,1.21,0.72,0.28,13.0,0.6
967,Image_5371,384,64,3,53,52,52,3.28,12,1.02,0.83,0.19,20.0,0.25
968,Image_5369,384,64,3,42,50,46,5.72,18,1.19,0.13,0.43,3.0,0.6
969,Image_5368,384,64,3,26,24,25,1.72,39,1.08,0.09,0.46,13.0,0.25
970,Image_5367,384,64,3,19,31,25,0.47,39,1.63,0.16,0.47,28.0,0.15
971,Image_5366,384,64,3,26,37,32,1.56,32,1.42,0.02,0.43,1.0,0.25
972,Image_5364,384,64,3,49,56,52,2.57,12,1.14,0.23,0.43,7.0,0.5
973,Image_5363,384,64,3,31,40,36,3.71,28,1.29,0.13,0.33,4.0,0.35
974,Image_5361,384,64,3,29,43,36,4.15,28,1.48,0.5,0.29,9.0,0.4
975,Image_5360,384,64,3,29,40,34,2.55,30,1.38,0.03,0.38,2.0,0.25
976,Image_5359,384,64,3,17,24,20,0.64,44,1.41,0.1,0.48,3.0,0.0
977,Image_5358,384,64,3,55,73,64,3.13,0,1.33,0.14,0.41,4.0,0.15
978,Image_5149,384,64,3,25,32,28,2.16,36,1.28,0.18,0.51,17.0,0.5
979,Image_5143,384,64,3,23,45,34,8.85,30,1.96,0.21,0.6,17.0,0.4
980,Image_5142,384,64,3,22,29,26,3.27,38,1.32,0.08,0.49,15.0,0.6
981,Image_4970,384,64,3,35,46,40,1.87,24,1.31,0.12,0.54,6.0,0.6
982,Image_4969,384,64,3,38,28,33,5.18,31,1.36,0.16,0.46,21.0,0.4
983,Image_4967,384,64,3,65,99,82,3.4,18,1.52,0.19,0.52,3.0,0.7
984,Image_4966,384,64,3,60,83,72,6.22,8,1.38,0.59,0.33,17.0,0.6
985,Image_4965,384,64,3,75,120,98,17.03,34,1.6,0.5,0.6,5.0,0.3
986,Image_4964,384,64,3,41,55,48,8.38,16,1.34,0.26,0.47,18.0,0.5
987,Image_4963,384,64,3,19,31,25,2.49,39,1.63,0.17,0.5,44.0,0.2
988,Image_4962,384,64,3,37,41,39,5.26,25,1.11,0.12,0.39,3.0,0.15
989,Image_4961,384,64,3,10,17,14,1.97,50,1.7,0.15,0.66,64.0,0.4
990,Image_4960,384,64,3,59,84,72,19.51,8,1.42,0.26,0.37,6.0,0.5
991,Image_4959,384,64,3,38,62,50,1.65,14,1.63,0.0,0.49,0.0,0.7
992,Image_4958,384,64,3,44,60,52,11.44,12,1.36,0.06,0.4,7.0,0.3
993,Image_4957,384,64,3,26,35,30,9.81,34,1.35,0.24,0.49,29.0,0.4
994,Image_4956,384,64,3,27,45,36,7.56,28,1.67,0.15,0.5,18.0,0.2
995,Image_4955,384,64,3,35,46,40,9.02,24,1.31,0.06,0.37,9.0,0.15
996,Image_4954,384,64,3,43,66,54,9.37,10,1.53,0.03,0.63,1.0,0.7
997,Image_4953,384,64,3,30,52,41,7.53,23,1.73,0.23,0.46,15.0,0.5
998,Image_4952,384,64,3,19,23,21,3.12,43,1.21,0.23,0.55,73.0,0.4
999,Image_4951,384,64,3,22,19,20,3.11,44,1.16,0.21,0.64,45.0,0.4
1000,Image_4950,384,64,3,41,54,48,11.93,16,1.32,0.23,0.53,10.0,0.35
1001,Image_4949,384,64,3,24,35,30,3.76,34,1.46,0.1,0.52,11.0,0.5
1002,Image_4948,384,64,3,81,140,110,17.37,46,1.73,1.25,0.57,10.0,0.6
1003,Image_4947,384,64,3,20,35,28,3.65,36,1.75,0.24,0.49,64.0,0.2
1004,Image_4946,384,64,3,40,56,48,12.03,16,1.4,0.2,0.34,12.0,0.5
1005,Image_4945,384,64,3,33,44,38,1.26,26,1.33,0.11,0.48,5.0,0.6
1006,Image_4944,384,64,3,24,32,28,4.51,36,1.33,0.36,0.62,27.0,0.7
1007,Image_4943,384,64,3,42,64,53,2.46,11,1.52,0.29,0.51,26.0,0.3
1008,Image_4942,384,64,3,49,78,64,2.21,0,1.59,0.56,0.33,20.0,0.4
1009,Image_4941,384,64,3,31,42,36,3.71,28,1.35,0.08,0.37,16.0,0.2
1010,Image_4940,384,64,3,53,98,76,5.22,12,1.85,0.63,0.26,12.0,0.4
1011,Image_4939,384,64,3,70,95,82,16.33,18,1.36,0.11,0.49,2.0,0.25
1012,Image_4938,384,64,3,26,51,38,9.32,26,1.96,0.26,0.53,20.0,0.4
1013,Image_4933,384,64,3,77,59,68,8.67,4,1.31,0.04,0.43,2.0,0.25
1014,Image_4924,384,64,3,36,59,48,4.56,16,1.64,0.11,0.52,8.0,0.3
1015,Image_4923,384,64,3,39,59,49,4.47,15,1.51,0.03,0.5,1.0,0.3
1016,Image_4908,384,64,3,42,74,58,7.45,6,1.76,0.6,0.38,9.0,0.3
1017,Image_4904,384,64,3,60,86,73,9.72,9,1.43,0.57,0.33,4.0,0.35
1018,Image_4903,384,64,3,56,73,64,3.09,0,1.3,0.1,0.4,2.0,0.3
1019,Image_4885,384,64,3,51,41,46,6.71,18,1.24,0.15,0.74,2.0,0.3
1020,Image_4875,384,64,3,57,74,66,4.85,2,1.3,0.23,0.55,12.0,0.4
1021,Image_4874,384,64,3,43,66,54,5.17,10,1.53,0.27,0.47,26.0,0.2
1022,Image_4502,384,64,3,23,312,168,3.28,104,13.57,0.47,0.72,19.0,0.9
1023,Image_4501,384,64,3,20,321,170,5.21,106,16.05,0.45,0.79,15.0,0.9
1024,Image_4500,384,64,3,44,351,198,8.12,134,7.98,0.33,0.79,4.0,0.8
1025,Image_4497,384,64,3,24,301,162,11.72,98,12.54,0.72,0.83,36.0,0.9
1026,Image_4496,384,64,3,27,337,182,10.04,118,12.48,0.88,0.92,92.0,1.0
1027,Image_4494,384,64,3,14,285,150,11.98,86,20.36,0.73,0.79,70.0,1.0
1028,Image_4493,384,64,3,19,308,164,2.21,100,16.21,0.31,0.8,8.0,0.8
1029,Image_4409,384,64,3,48,80,64,13.0,0,1.67,0.55,0.75,11.0,0.5
1030,Image_4407,384,64,3,20,39,30,18.12,34,1.95,0.15,0.48,12.0,0.3
1031,Image_4406,384,64,3,13,27,20,11.5,44,2.08,0.08,0.59,1.0,0.1
1032,Image_4296,384,64,3,59,67,63,3.89,1,1.14,0.09,0.39,3.0,0.4
1033,Image_4286,384,64,3,17,27,22,4.13,42,1.59,0.15,0.48,59.0,0.1
1034,Image_4175,384,64,3,78,126,102,4.58,38,1.62,0.31,0.72,5.0,0.5
1035,Image_4170,384,64,3,29,119,74,5.58,10,4.1,0.32,0.6,16.0,0.7
1036,Image_4123,384,64,3,69,61,65,10.97,1,1.13,0.07,0.54,1.0,0.15
1037,Image_4122,384,64,3,68,111,90,16.9,26,1.63,0.2,0.6,2.0,0.4
1038,Image_4121,384,64,3,69,108,88,7.0,24,1.57,0.44,0.68,8.0,0.4
1039,Image_4120,384,64,3,43,56,50,3.53,14,1.3,0.3,0.53,20.0,0.3
1040,Image_4119,384,64,3,78,112,95,2.49,31,1.44,0.71,0.37,5.0,0.5
1041,Image_4116,384,64,3,59,80,70,4.25,6,1.36,0.0,0.47,0.0,0.5
1042,Image_4115,384,64,3,39,72,56,4.39,8,1.85,0.33,0.7,2.0,0.6
1043,Image_4113,384,64,3,40,57,48,4.57,16,1.43,0.39,0.64,24.0,0.6
1044,Image_4111,384,64,3,35,42,38,2.94,26,1.2,0.29,0.63,10.0,0.8
1045,Image_4110,384,64,3,132,52,92,17.65,28,2.54,1.4,0.3,7.0,0.3
1046,Image_4089,384,64,3,31,60,46,1.33,18,1.94,0.23,0.44,18.0,0.4
1047,Image_4088,384,64,3,46,59,52,4.74,12,1.28,0.04,0.43,1.0,0.4
1048,Image_4087,384,64,3,40,31,36,0.71,28,1.29,0.12,0.47,16.0,0.2
1049,Image_4086,384,64,3,53,75,64,2.4,0,1.42,0.2,0.37,2.0,0.3
1050,Image_4085,384,64,3,26,36,31,1.44,33,1.38,0.12,0.39,9.0,0.2
1051,Image_4084,384,64,3,44,57,50,6.06,14,1.3,0.08,0.51,1.0,0.25
1052,Image_4083,384,64,3,54,54,54,1.32,10,1.0,0.59,0.3,35.0,0.25
1053,Image_4082,384,64,3,28,22,25,1.78,39,1.27,0.09,0.41,9.0,0.2
1054,Image_4079,384,64,3,44,61,52,3.18,12,1.39,0.26,0.25,5.0,0.2
1055,Image_4078,384,64,3,32,52,42,3.92,22,1.62,0.0,0.42,0.0,0.25
1056,Image_4077,384,64,3,17,34,26,4.73,38,2.0,0.31,0.31,52.0,0.3
1057,Image_4074,384,64,3,48,62,55,2.63,9,1.29,0.12,0.41,3.0,0.25
1058,Image_4073,384,64,3,65,60,62,5.03,2,1.08,0.04,0.28,1.0,0.2
1059,Image_4072,384,64,3,65,86,76,4.11,12,1.32,0.22,0.44,2.0,0.7
1060,Image_4069,384,64,3,35,26,30,2.89,34,1.35,0.11,0.4,15.0,0.2
1061,Image_4068,384,64,3,71,99,85,4.99,21,1.39,0.67,0.43,4.0,0.4
1062,Image_4067,384,64,3,38,52,45,2.07,19,1.37,0.02,0.38,1.0,0.2
1063,Image_4066,384,64,3,72,98,85,4.13,21,1.36,0.5,0.49,3.0,0.8
1064,Image_4065,384,64,3,51,40,46,4.7,18,1.27,0.06,0.43,2.0,0.3
1065,Image_4063,384,64,3,57,57,57,3.93,7,1.0,1.2,0.27,6.0,0.5
1066,Image_4062,384,64,3,15,25,20,4.78,44,1.67,0.0,0.48,0.0,0.5
1067,Image_3697,384,64,3,149,108,128,8.06,64,1.38,0.1,0.75,1.0,0.6
1068,Image_3696,384,64,3,146,126,136,6.6,72,1.16,0.43,0.86,6.0,0.7
1069,Image_3694,384,64,3,57,86,72,4.52,8,1.51,0.1,0.44,3.0,0.2
1070,Image_3693,384,64,3,44,54,49,2.17,15,1.23,0.24,0.22,7.0,0.3
1071,Image_3651,384,64,3,89,114,102,8.77,38,1.28,1.2,0.64,6.0,0.6
1072,Image_3650,384,64,3,47,81,64,9.85,0,1.72,1.33,0.69,8.0,0.7
1073,Image_3645,384,64,3,45,49,47,8.12,17,1.09,0.43,0.49,18.0,0.6
1074,Image_3644,384,64,3,63,61,62,17.41,2,1.03,1.17,0.63,7.0,0.9
1075,Image_3501,384,64,3,30,41,36,6.66,28,1.37,0.02,0.4,1.0,0.3
1076,Image_3500,384,64,3,51,70,60,4.19,4,1.37,0.15,0.38,2.0,0.2
1077,Image_3494,384,64,3,85,53,69,4.23,5,1.6,0.16,0.47,5.0,0.25
1078,Image_3342,384,64,3,72,112,92,3.12,28,1.56,0.08,0.48,1.0,0.2
1079,Image_3341,384,64,3,52,57,54,2.28,10,1.1,0.09,0.31,3.0,0.2
1080,Image_3339,384,64,3,67,94,80,5.02,16,1.4,0.92,0.33,12.0,0.25
1081,Image_3329,384,64,3,15,10,12,2.06,52,1.5,0.34,0.75,91.0,0.6
1082,Image_3310,384,64,3,40,50,45,1.94,19,1.25,0.48,0.15,10.0,0.2
1083,Image_3309,384,64,3,49,80,64,4.99,0,1.63,0.33,0.23,4.0,0.3
1084,Image_3284,384,64,3,80,92,86,18.34,22,1.15,0.45,0.31,4.0,0.25
1085,Image_3283,384,64,3,31,32,32,9.74,32,1.03,0.18,0.49,8.0,0.4
1086,Image_3282,384,64,3,57,63,60,10.84,4,1.11,0.11,0.34,3.0,0.6
1087,Image_3281,384,64,3,90,57,74,14.73,10,1.58,0.36,0.38,4.0,0.3
1088,Image_3279,384,64,3,44,59,52,7.88,12,1.34,0.21,0.33,4.0,0.2
1089,Image_3278,384,64,3,55,41,48,4.52,16,1.34,0.38,0.57,18.0,0.3
1090,Image_3275,384,64,3,80,72,76,5.56,12,1.11,0.5,0.6,12.0,0.4
1091,Image_3271,384,64,3,96,102,99,12.29,35,1.06,0.32,0.59,10.0,0.6
1092,Image_3270,384,64,3,68,80,74,7.03,10,1.18,0.36,0.34,5.0,0.2
1093,Image_3268,384,64,3,68,77,72,11.06,8,1.13,0.05,0.52,1.0,0.5
1094,Image_3160,384,64,3,89,93,91,7.13,27,1.04,0.3,0.52,3.0,0.5
1095,Image_2956,384,64,3,81,46,64,12.53,0,1.76,0.39,0.52,7.0,0.3
1096,Image_2955,384,64,3,39,31,35,3.12,29,1.26,0.14,0.47,17.0,0.3
1097,Image_2954,384,64,3,47,78,62,0.88,2,1.66,0.33,0.55,19.0,0.5
1098,Image_2952,384,64,3,28,59,44,3.1,20,2.11,0.05,0.38,3.0,0.25
1099,Image_2951,384,64,3,39,68,54,1.05,10,1.74,0.07,0.41,1.0,0.25
1100,Image_2949,384,64,3,87,37,62,2.86,2,2.35,0.31,0.51,11.0,0.3
1101,Image_2948,384,64,3,80,78,79,3.24,15,1.03,1.2,0.33,6.0,0.5
1102,Image_2947,384,64,3,51,60,56,1.97,8,1.18,0.03,0.34,1.0,0.3
1103,Image_2946,384,64,3,72,63,68,12.06,4,1.14,0.71,0.37,5.0,0.5
1104,Image_2945,384,64,3,75,52,64,1.33,0,1.44,0.3,0.56,6.0,0.3
1105,Image_2944,384,64,3,37,59,48,7.86,16,1.59,0.0,0.4,0.0,0.2
1106,Image_2943,384,64,3,58,60,59,1.65,5,1.03,0.61,0.31,11.0,0.3
1107,Image_2942,384,64,3,48,48,48,1.03,16,1.0,0.39,0.3,7.0,0.3
1108,Image_2941,384,64,3,86,82,84,10.9,20,1.05,0.23,0.72,5.0,0.8
1109,Image_2939,384,64,3,24,32,28,4.29,36,1.33,0.33,0.38,13.0,0.5
1110,Image_2938,384,64,3,79,68,74,15.61,10,1.16,0.12,0.57,1.0,0.8
1111,Image_2937,384,64,3,44,44,44,12.12,20,1.0,0.66,0.29,31.0,0.5
1112,Image_2936,384,64,3,84,54,69,12.91,5,1.56,0.15,0.44,3.0,0.7
1113,Image_2935,384,64,3,83,41,62,2.41,2,2.02,0.08,0.48,1.0,0.7
1114,Image_2933,384,64,3,53,36,44,10.11,20,1.47,0.55,0.63,57.0,0.3
1115,Image_2932,384,64,3,94,54,74,11.58,10,1.74,0.67,0.3,10.0,0.7
1116,Image_2931,384,64,3,59,49,54,26.1,10,1.2,0.09,0.44,4.0,0.6
1117,Image_2930,384,64,3,35,46,40,4.48,24,1.31,0.19,0.54,14.0,0.2
1118,Image_2929,384,64,3,37,35,36,2.45,28,1.06,0.05,0.48,4.0,0.5
1119,Image_2927,384,64,3,30,46,38,4.29,26,1.53,0.36,0.35,13.0,0.4
1120,Image_2926,384,64,3,94,53,74,6.51,10,1.77,0.04,0.42,1.0,0.35
1121,Image_2924,384,64,3,47,45,46,2.54,18,1.04,0.19,0.44,13.0,0.2
1122,Image_2923,384,64,3,53,34,44,8.82,20,1.56,0.65,0.4,34.0,0.9
1123,Image_2922,384,64,3,75,66,70,14.52,6,1.14,0.46,0.26,6.0,0.6
1124,Image_2921,384,64,3,67,55,61,12.4,3,1.22,0.29,0.32,6.0,0.5
1125,Image_2920,384,64,3,40,79,60,10.44,4,1.98,0.32,0.65,6.0,0.3
1126,Image_2918,384,64,3,47,49,48,1.7,16,1.04,0.31,0.5,11.0,0.25
1127,Image_2916,384,64,3,17,18,18,2.78,46,1.06,0.02,0.54,3.0,0.2
1128,Image_2915,384,64,3,45,48,46,3.97,18,1.07,0.65,0.38,24.0,0.3
1129,Image_2914,384,64,3,33,76,54,3.09,10,2.3,0.0,0.32,0.0,0.3
1130,Image_2913,384,64,3,69,72,70,7.9,6,1.04,2.75,0.43,11.0,0.7
1131,Image_2912,384,64,3,34,36,35,1.03,29,1.06,0.03,0.42,2.0,0.15
1132,Image_2910,384,64,3,49,177,113,1.35,49,3.61,0.26,0.66,5.0,0.6
1133,Image_2908,384,64,3,44,53,48,4.41,16,1.2,0.18,0.33,5.0,0.3
1134,Image_2248,384,64,3,38,56,47,2.96,17,1.47,0.07,0.41,4.0,0.3
1135,Image_2225,384,64,3,94,109,102,13.89,38,1.16,0.36,0.51,5.0,0.25
1136,Image_2209,384,64,3,100,148,124,8.56,60,1.48,0.38,0.6,3.0,0.6
1137,Image_2203,384,64,3,64,100,82,8.41,18,1.56,0.16,0.48,3.0,0.8
1138,Image_2195,384,64,3,122,115,118,8.88,54,1.06,0.44,0.68,4.0,0.4
1139,Image_2177,384,64,3,79,128,104,7.82,40,1.62,0.29,0.41,6.0,0.4
1140,Image_2165,384,64,3,81,104,92,3.98,28,1.28,0.14,0.45,4.0,0.25
1141,Image_2155,384,64,3,101,95,98,3.77,34,1.06,0.38,0.56,5.0,0.3
1142,Image_2152,384,64,3,72,127,100,26.52,36,1.76,0.83,0.34,10.0,0.5
1143,Image_2142,384,64,3,76,87,82,15.41,18,1.14,0.05,0.5,2.0,0.25
1144,Image_2141,384,64,3,83,109,96,7.47,32,1.31,0.57,0.38,4.0,0.3
1145,Image_2138,384,64,3,53,83,68,7.41,4,1.57,0.71,0.33,12.0,0.2
1146,Image_2140,384,64,3,77,73,75,17.72,11,1.05,0.11,0.46,2.0,0.5
1147,Image_2051,384,64,3,102,56,79,9.09,15,1.82,0.21,0.65,4.0,0.5
1148,Image_2036,384,64,3,76,51,64,4.55,0,1.49,0.17,0.73,4.0,0.6
1149,Image_2035,384,64,3,108,40,74,5.26,10,2.7,0.22,0.78,8.0,0.8
1150,Image_2026,384,64,3,83,58,70,4.52,6,1.43,0.14,0.83,2.0,0.8
1151,Image_2019,384,64,3,119,81,100,5.13,36,1.47,0.46,0.82,12.0,0.9
1152,Image_2018,384,64,3,34,73,54,4.33,10,2.15,0.31,0.68,31.0,0.6
1153,Image_2011,384,64,3,55,35,45,2.34,19,1.57,0.47,0.7,70.0,0.3
1154,Image_2009,384,64,3,29,22,26,0.94,38,1.32,0.51,0.75,202.0,0.2
1155,Image_2008,384,64,3,51,46,48,2.13,16,1.11,0.53,0.79,48.0,0.3
1156,Image_2007,384,64,3,41,36,38,13.34,26,1.14,0.35,0.66,57.0,0.3
1157,Image_2005,384,64,3,31,24,28,0.47,36,1.29,0.49,0.77,136.0,0.2
1158,Image_2004,384,64,3,35,22,28,1.89,36,1.59,0.43,0.72,174.0,0.2
1159,Image_1493,384,64,3,17,28,22,1.32,42,1.65,2.72,0.29,49.0,0.7
1160,Image_1463,384,64,3,31,37,34,6.78,30,1.19,0.0,0.34,0.0,0.1
1161,Image_1461,384,64,3,15,23,19,1.67,45,1.53,1.02,0.38,50.0,0.3
1162,Image_1456,384,64,3,15,21,18,2.32,46,1.4,0.18,0.5,28.0,0.2
1163,Image_1130,384,64,3,15,10,12,1.7,52,1.5,0.47,0.89,55.0,0.9
1164,Image_1106,384,64,3,31,28,30,5.92,34,1.11,0.34,0.67,25.0,0.8
1165,Image_998,384,64,3,34,42,38,2.51,26,1.24,0.17,0.62,5.0,0.8
1166,Image_996,384,64,3,59,78,68,8.63,4,1.32,0.05,0.62,1.0,0.3
1167,Image_993,384,64,3,59,75,67,11.75,3,1.27,0.06,0.5,1.0,0.5
1168,Image_991,384,64,3,18,29,24,1.05,40,1.61,0.43,0.72,70.0,0.6
1169,Image_990,384,64,3,19,27,23,0.94,41,1.42,0.34,0.71,58.0,0.8
1170,Image_989,384,64,3,27,82,54,8.61,10,3.04,0.07,0.5,6.0,0.5
1171,Image_988,384,64,3,57,114,86,2.34,22,2.0,0.45,0.56,10.0,0.5
1172,Image_985,384,64,3,30,46,38,6.6,26,1.53,0.26,0.68,19.0,0.7
1173,Image_907,384,64,3,48,125,86,11.0,22,2.6,0.46,0.73,25.0,0.9
1174,Image_906,384,64,3,13,28,20,3.02,44,2.15,0.31,0.61,55.0,0.7
1175,Image_701,384,64,3,40,73,56,2.83,8,1.82,0.14,0.48,10.0,0.5
1176,Image_693,384,64,3,61,84,72,2.03,8,1.38,0.11,0.46,2.0,0.3
1177,Image_680,384,64,3,53,145,99,4.26,35,2.74,0.25,0.54,3.0,0.7
1178,Image_349,384,64,3,51,100,76,2.28,12,1.96,0.11,0.48,4.0,0.6
1179,Image_342,384,64,3,49,64,56,21.39,8,1.31,0.02,0.52,1.0,0.7
1180,Image_336,384,64,3,35,45,40,4.14,24,1.29,0.86,0.91,101.0,0.9
1181,Image_330,384,64,3,84,111,98,8.1,34,1.32,0.34,0.6,13.0,0.3
1182,Image_317,384,64,3,16,25,20,3.57,44,1.56,0.61,0.81,22.0,0.9
1183,Image_313,384,64,3,83,125,104,10.78,40,1.51,0.57,0.69,30.0,0.3
1184,Image_293,384,64,3,45,72,58,6.54,6,1.6,0.18,0.44,9.0,0.2
1185,Image_291,384,64,3,54,99,76,11.11,12,1.83,1.33,0.61,8.0,0.6
1186,Image_286,384,64,3,53,87,70,13.14,6,1.64,0.38,0.57,6.0,0.5
1187,Image_2,384,64,3,50,82,66,1.94,2,1.64,0.43,0.6,6.0,0.9
